assists,blocked,evenTimeOnIce,evenTimeOnIcePerGame,faceOffPct,gameWinningGoals,games,goals,hits,overTimeGoals,penaltyMinutes,pim,plusMinus,points,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,powerPlayTimeOnIcePerGame,shifts,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,shortHandedTimeOnIcePerGame,shotPct,shots,timeOnIce,timeOnIcePerGame,age,season,id
16,41,1089:59,13:27,48.24,1,81,8,73,0,61,61,0,24,0,1,11:23,00:08,1877,1,1,212:27,02:37,7.0,115,1313:49,16:13,29.0,20132014,8470803
4,18,680:19,14:10,49.41,1,48,8,54,0,20,20,-18,12,1,2,61:00,01:16,1173,1,1,91:43,01:54,9.1,88,833:02,17:21,28.0,20122013,8470803
22,62,1226:39,14:57,49.47,0,82,22,81,0,66,66,-15,44,5,11,137:37,01:40,2076,0,0,199:05,02:25,13.8,160,1563:21,19:03,27.0,20112012,8470803
21,55,1024:16,12:48,48.89,1,80,16,52,0,56,56,-4,37,2,4,101:25,01:16,1734,1,4,136:24,01:42,12.7,126,1262:05,15:46,26.0,20102011,8470803
23,52,1053:53,12:51,48.35,3,82,9,69,1,22,22,-3,32,0,3,22:05,00:16,1781,0,0,181:21,02:12,6.4,140,1257:19,15:19,25.0,20092010,8470803
4,21,351:46,14:39,0.0,0,24,0,17,0,6,6,3,4,0,1,12:23,00:30,548,0,0,31:35,01:18,0.0,28,395:44,16:29,32.0,20182019,8471284
8,42,506:58,14:04,0.0,0,36,0,27,0,6,6,-15,8,0,2,35:01,00:58,804,0,0,45:55,01:16,0.0,36,587:54,16:19,31.0,20172018,8471284
27,166,1381:23,17:16,0.0,1,80,8,55,0,18,18,14,35,1,11,175:54,02:11,2160,1,1,161:21,02:01,6.3,128,1718:38,21:28,30.0,20162017,8471284
24,156,1449:28,17:53,0.0,2,81,6,60,2,12,12,-15,30,2,14,188:44,02:19,2291,0,1,130:44,01:36,3.9,155,1768:56,21:50,29.0,20152016,8471284
20,118,1345:22,18:25,0.0,0,73,3,59,0,14,14,-3,23,1,6,134:50,01:50,2084,0,1,124:55,01:42,3.0,100,1605:07,21:59,28.0,20142015,8471284
33,127,1361:52,18:24,0.0,1,74,11,54,0,20,20,4,44,4,15,196:23,02:39,2183,1,1,193:57,02:37,7.7,142,1752:12,23:40,27.0,20132014,8471284
10,73,676:31,18:17,0.0,0,37,2,30,0,4,4,-2,12,0,0,39:10,01:03,957,0,1,69:01,01:51,6.1,33,784:42,21:12,26.0,20122013,8471284
10,93,1180:49,17:06,0.0,0,69,3,56,0,18,18,3,13,1,1,59:42,00:51,1774,0,0,112:04,01:37,3.4,88,1352:35,19:36,25.0,20112012,8471284
26,85,1306:02,17:11,0.0,0,76,3,61,0,34,34,11,29,0,6,158:23,02:05,2059,0,0,138:35,01:49,3.4,88,1603:00,21:05,24.0,20102011,8471284
7,47,758:33,15:28,0.0,0,49,4,43,0,6,6,-1,11,0,1,75:03,01:31,1073,0,0,21:26,00:26,6.8,59,855:02,17:26,23.0,20092010,8471284
13,185,1314:01,18:15,0.0,0,72,3,93,0,27,27,5,16,0,0,16:24,00:13,1858,0,1,140:21,01:56,4.8,63,1470:46,20:25,32.0,20182019,8471729
17,223,1309:32,16:47,0.0,0,78,4,97,0,8,8,-7,21,0,2,20:29,00:15,2009,0,0,157:19,02:01,4.4,90,1487:20,19:04,31.0,20172018,8471729
12,213,1265:38,18:36,0.0,1,68,1,67,0,23,23,5,13,0,1,19:52,00:17,1862,0,0,157:15,02:18,1.5,68,1442:45,21:13,30.0,20162017,8471729
15,210,1217:05,19:37,0.0,1,62,4,40,1,10,10,-5,19,2,4,94:03,01:31,1923,0,0,119:34,01:55,5.7,70,1430:42,23:04,29.0,20152016,8471729
30,283,1597:00,20:12,0.0,0,79,4,61,0,17,17,18,34,1,14,191:01,02:25,2507,0,0,103:58,01:18,3.6,111,1891:59,23:56,28.0,20142015,8471729
22,201,1311:23,19:17,0.0,1,68,7,42,1,15,15,-11,29,4,12,200:59,02:57,1998,0,1,60:47,00:53,6.4,109,1573:09,23:08,27.0,20132014,8471729
6,57,490:38,14:52,0.0,0,33,1,26,0,9,9,6,7,1,2,19:48,00:36,764,0,0,19:10,00:34,2.4,41,529:36,16:02,26.0,20122013,8471729
6,78,816:22,14:50,0.0,1,55,6,61,0,25,25,12,12,0,1,101:23,01:50,1260,0,0,17:58,00:19,10.7,56,935:43,17:00,25.0,20112012,8471729
18,128,1051:43,14:24,0.0,0,73,5,63,0,37,37,-9,23,1,6,201:53,02:45,1672,0,1,25:08,00:20,5.7,88,1278:44,17:31,24.0,20102011,8471729
15,96,1096:19,15:39,0.0,1,70,7,101,1,32,32,3,22,0,7,174:22,02:29,1626,0,0,30:22,00:26,6.5,108,1301:03,18:35,23.0,20092010,8471729
14,22,939:31,11:53,55.55,0,79,6,259,0,91,91,-9,20,2,4,106:07,01:20,1422,0,0,00:00,00:00,8.1,74,1045:38,13:14,30.0,20182019,8473473
24,25,1132:33,13:48,55.76,1,82,10,254,0,80,80,-12,34,3,7,174:54,02:07,1646,0,0,01:19,00:00,6.8,147,1308:46,15:57,29.0,20172018,8473473
27,20,1182:38,14:25,57.14,3,82,23,202,0,50,50,-3,50,12,25,223:57,02:43,1769,0,0,00:40,00:00,13.1,175,1407:15,17:09,28.0,20162017,8473473
35,22,1219:32,15:03,35.0,5,81,20,244,0,79,79,26,55,2,8,172:38,02:07,1715,0,0,04:02,00:02,16.1,124,1396:12,17:14,27.0,20152016,8473473
26,23,1172:46,14:28,44.73,4,81,18,259,0,81,81,13,44,2,8,148:01,01:49,1648,0,0,04:11,00:03,12.8,141,1324:58,16:21,26.0,20142015,8473473
35,22,1201:13,15:00,46.56,5,80,24,240,1,91,91,30,59,3,12,187:53,02:20,1602,0,0,00:57,00:00,15.7,153,1390:03,17:22,25.0,20132014,8473473
20,16,685:25,14:54,48.57,0,46,7,139,0,75,75,8,27,0,2,91:01,01:58,912,0,0,01:31,00:01,8.9,79,777:57,16:54,24.0,20122013,8473473
35,26,1196:48,14:46,46.66,1,81,26,201,0,135,135,7,61,7,11,180:29,02:13,1613,0,0,02:04,00:01,17.4,149,1379:21,17:01,23.0,20112012,8473473
32,22,1109:07,14:02,38.88,7,79,30,167,0,121,121,28,62,5,14,198:39,02:30,1537,0,0,02:03,00:01,17.3,173,1309:49,16:34,22.0,20102011,8473473
11,14,679:16,13:35,21.42,2,50,9,141,0,44,44,-7,20,0,1,36:43,00:44,871,0,0,01:45,00:02,12.5,72,717:44,14:21,21.0,20092010,8473473
7,7,420:27,13:08,50.0,1,32,6,21,0,14,14,-6,13,1,1,45:30,01:25,596,0,0,00:46,00:01,8.8,68,466:43,14:35,29.0,20182019,8474040
21,28,960:23,12:58,47.72,2,74,10,54,1,35,35,-18,31,3,11,150:10,02:01,1560,0,0,07:40,00:06,6.1,164,1118:13,15:06,28.0,20172018,8474040
32,16,913:29,11:16,47.52,1,81,18,22,0,22,22,10,50,8,18,196:33,02:25,1428,0,0,00:52,00:00,10.1,178,1110:54,13:42,27.0,20162017,8474040
8,15,632:50,11:56,35.05,2,53,8,17,0,25,25,4,16,2,3,101:27,01:54,974,0,0,00:20,00:00,9.3,86,734:37,13:51,26.0,20152016,8474040
26,19,1211:18,14:57,46.82,1,81,15,63,1,28,28,-28,41,6,12,183:30,02:15,1749,0,0,01:48,00:01,8.2,183,1396:36,17:14,25.0,20142015,8474040
27,34,1028:56,15:21,46.83,1,67,10,33,0,41,41,-29,37,1,7,174:59,02:36,1573,0,1,27:19,00:24,7.0,143,1231:14,18:22,24.0,20132014,8474040
24,22,714:32,14:53,43.86,1,48,14,35,1,23,23,-6,38,4,15,140:37,02:55,1183,0,2,76:36,01:35,12.4,113,931:45,19:24,23.0,20122013,8474040
29,23,1100:18,14:40,47.64,0,75,18,21,0,36,36,5,47,6,12,184:52,02:27,1604,0,0,03:32,00:02,12.1,149,1288:42,17:10,22.0,20112012,8474040
27,29,981:05,14:25,43.85,2,68,15,24,0,37,37,-17,42,3,9,200:18,02:56,1496,1,1,25:36,00:22,10.9,138,1206:59,17:44,21.0,20102011,8474040
26,16,923:15,13:34,47.39,1,68,15,30,0,33,33,-8,41,6,17,177:44,02:36,1362,0,0,06:37,00:05,8.8,170,1107:36,16:17,20.0,20092010,8474040
18,28,939:57,11:36,33.33,2,81,11,3,0,22,22,-11,29,1,3,102:57,01:16,1668,0,0,96:22,01:11,10.3,107,1139:16,14:03,33.0,20182019,8470626
13,30,628:40,12:34,42.85,0,50,10,7,0,4,4,0,23,0,3,70:02,01:24,1135,1,2,114:46,02:17,9.9,101,813:28,16:16,32.0,20172018,8470626
13,26,960:43,14:46,0.0,1,65,11,11,0,8,8,-9,24,5,7,160:45,02:28,1588,0,1,92:35,01:25,8.3,132,1214:03,18:40,31.0,20162017,8470626
33,34,1207:00,14:43,57.14,5,82,30,22,1,12,12,13,63,10,17,238:44,02:54,1936,2,3,151:46,01:51,16.3,184,1597:30,19:28,30.0,20152016,8470626
25,23,1171:37,14:27,33.33,4,81,22,29,2,14,14,1,47,6,11,194:56,02:24,1862,0,1,130:05,01:36,13.0,169,1496:38,18:28,29.0,20142015,8470626
27,13,801:26,13:08,0.0,2,61,10,12,0,6,6,14,37,2,11,119:35,01:57,1243,0,1,87:13,01:25,8.7,115,1008:14,16:31,28.0,20132014,8470626
17,18,731:35,15:14,26.47,3,48,12,6,1,8,8,-9,29,2,10,155:51,03:14,1120,1,1,78:19,01:37,11.5,104,965:45,20:07,27.0,20122013,8470626
45,40,1257:04,15:19,43.75,3,82,26,20,2,12,12,18,71,5,12,217:15,02:38,1951,2,3,146:09,01:46,13.9,187,1620:28,19:45,26.0,20112012,8470626
46,46,1249:55,15:49,25.0,6,79,27,26,2,8,8,10,73,10,25,267:39,03:23,1918,1,3,107:23,01:21,15.1,179,1624:57,20:34,25.0,20102011,8470626
42,48,1218:20,14:51,36.36,4,82,29,31,0,26,26,-4,71,6,12,262:41,03:12,2055,2,3,139:16,01:41,13.6,214,1620:17,19:45,24.0,20092010,8470626
24,166,1052:17,18:47,0.0,2,56,10,127,2,54,54,3,34,4,17,174:43,03:07,1683,0,1,148:55,02:39,7.8,128,1375:55,24:34,33.0,20182019,8471303
28,203,1314:58,18:47,50.0,2,70,6,157,1,68,68,-18,34,1,15,197:04,02:48,1973,0,0,187:23,02:40,3.5,172,1699:25,24:16,32.0,20172018,8471303
15,138,1338:16,19:40,66.66,0,68,6,106,0,36,36,-20,21,2,4,139:36,02:03,1931,0,0,175:28,02:34,4.3,138,1653:20,24:18,31.0,20162017,8471303
14,106,968:10,18:37,0.0,0,52,6,84,0,46,46,-8,20,3,9,169:05,03:15,1599,0,0,134:17,02:34,5.4,111,1271:32,24:27,30.0,20152016,8471303
23,126,1365:27,18:27,0.0,2,74,8,94,1,54,54,13,31,5,14,216:44,02:55,2259,0,0,192:16,02:35,4.6,175,1774:27,23:58,29.0,20142015,8471303
15,136,1148:45,18:14,66.66,0,63,7,112,0,50,50,-39,22,4,12,179:51,02:51,1798,0,0,138:27,02:11,3.9,178,1467:03,23:17,28.0,20132014,8471303
14,81,822:33,18:16,100.0,0,45,8,77,0,37,37,-5,22,5,10,161:11,03:34,1265,0,0,89:26,01:59,7.1,113,1073:10,23:50,27.0,20122013,8471303
38,145,1488:50,18:09,0.0,0,82,11,143,0,34,34,0,49,5,22,282:28,03:26,2371,1,1,185:36,02:15,4.8,228,1956:54,23:51,26.0,20112012,8471303
25,86,932:34,18:17,0.0,1,51,8,83,0,24,24,13,33,5,17,192:56,03:46,1452,0,0,113:21,02:13,6.6,121,1238:51,24:17,25.0,20102011,8471303
37,115,1325:20,17:26,0.0,0,76,5,84,0,40,40,0,42,2,19,229:50,03:01,2038,0,0,165:58,02:11,3.1,161,1721:08,22:38,24.0,20092010,8471303
2,39,329:38,12:40,0.0,0,26,0,105,0,16,16,-10,2,0,0,00:02,00:00,535,0,0,31:52,01:13,0.0,30,361:32,13:54,29.0,20182019,8474568
6,105,923:48,14:26,0.0,1,64,1,219,0,35,35,-12,7,0,0,01:41,00:01,1469,0,0,123:07,01:55,1.7,59,1048:36,16:23,28.0,20172018,8474568
7,134,1232:08,15:47,0.0,0,78,1,286,0,85,85,-9,8,0,0,01:03,00:00,1919,0,0,174:38,02:14,1.1,94,1407:49,18:02,27.0,20162017,8474568
12,106,1092:31,15:10,50.0,0,72,4,234,0,82,82,-2,16,1,1,18:37,00:15,1848,0,0,154:00,02:08,5.3,76,1265:08,17:34,26.0,20152016,8474568
11,89,910:03,15:41,0.0,0,58,3,194,0,18,18,-2,14,0,0,04:30,00:04,1493,0,0,133:30,02:18,4.5,67,1048:03,18:04,25.0,20142015,8474568
8,113,1134:29,14:21,0.0,0,79,4,260,0,58,58,0,12,0,0,02:04,00:01,1818,0,1,170:04,02:09,5.1,78,1306:37,16:32,24.0,20132014,8474568
8,102,878:00,18:40,0.0,0,47,3,187,0,34,34,3,11,0,0,17:02,00:21,1328,0,0,132:31,02:49,3.7,81,1027:33,21:51,23.0,20122013,8474568
20,115,1155:58,14:37,0.0,0,79,2,270,0,62,62,-6,22,0,1,05:09,00:03,1834,0,1,105:40,01:20,2.5,81,1266:47,16:02,22.0,20112012,8474568
17,168,1529:09,18:38,0.0,0,82,5,251,0,34,34,-7,22,0,0,80:39,00:59,2545,0,1,224:29,02:44,3.9,128,1834:17,22:22,21.0,20102011,8474568
12,116,1171:09,14:49,0.0,1,79,5,173,0,50,50,2,17,0,0,19:23,00:14,1818,0,0,142:46,01:48,5.0,101,1333:18,16:52,20.0,20092010,8474568
34,74,1081:28,16:08,54.33,2,67,14,150,1,58,58,-19,48,1,11,180:24,02:41,1568,0,0,42:08,00:37,10.5,133,1304:00,19:27,34.0,20182019,8470612
50,57,982:33,17:32,47.82,0,56,11,96,0,42,42,20,61,0,13,157:54,02:49,1438,1,2,59:23,01:03,9.4,117,1199:50,21:25,33.0,20172018,8470612
58,88,1206:58,16:18,50.29,3,74,15,99,0,49,49,7,73,6,20,227:44,03:04,1973,2,3,124:31,01:40,10.9,138,1559:13,21:04,32.0,20162017,8470612
50,61,1170:33,15:12,49.38,5,77,13,108,1,55,55,14,63,6,22,218:49,02:50,1889,0,1,112:35,01:27,7.3,178,1501:57,19:30,31.0,20152016,8470612
45,95,1182:00,15:21,50.6,6,77,25,100,2,62,62,15,70,3,13,234:02,03:02,1808,0,2,131:35,01:42,13.1,191,1547:37,20:05,30.0,20142015,8470612
56,87,1191:58,15:28,49.04,7,77,31,110,1,31,31,28,87,5,23,283:06,03:40,1943,0,0,163:54,02:07,15.2,204,1638:58,21:17,29.0,20132014,8470612
34,42,700:35,15:55,48.03,3,44,15,89,0,41,41,14,49,4,15,122:10,02:46,1064,3,3,65:46,01:29,15.2,99,888:31,20:11,28.0,20122013,8470612
46,72,1383:51,16:52,47.19,4,82,11,182,1,75,75,-11,57,4,23,301:28,03:40,1955,0,1,85:50,01:02,5.9,185,1771:09,21:35,27.0,20112012,8470612
57,57,1192:41,17:48,45.81,4,67,19,189,2,35,35,14,76,7,27,240:08,03:35,1726,0,0,31:20,00:28,16.2,117,1464:09,21:51,26.0,20102011,8470612
50,49,1140:14,17:16,47.42,5,66,19,178,0,79,79,4,69,8,22,255:40,03:52,1671,0,0,34:26,00:31,12.8,149,1430:20,21:40,25.0,20092010,8470612
3,56,750:52,12:30,55.69,1,60,5,93,0,44,44,-19,8,1,3,103:59,01:43,1358,0,0,135:04,02:15,5.8,86,989:55,16:29,34.0,20182019,8470616
6,38,630:45,14:20,53.33,2,44,8,71,0,46,46,-4,14,2,2,65:11,01:28,1090,0,0,97:36,02:13,10.3,78,793:32,18:02,33.0,20172018,8470616
36,75,1289:42,15:43,57.39,2,82,22,146,0,83,83,8,58,8,20,234:01,02:51,2258,0,0,223:11,02:43,11.8,186,1746:54,21:18,32.0,20162017,8470616
32,92,1164:45,14:44,58.5,4,79,21,168,0,78,78,5,53,5,15,160:46,02:02,2131,1,1,217:29,02:45,12.8,164,1543:00,19:31,31.0,20152016,8470616
27,69,1195:35,14:45,56.31,4,81,20,169,2,75,75,-5,47,5,11,206:01,02:32,1960,1,3,178:54,02:12,9.8,205,1580:30,19:30,30.0,20142015,8470616
18,68,1241:02,16:07,52.63,5,77,25,133,1,81,81,-15,43,9,16,268:47,03:29,1998,1,1,169:58,02:12,10.5,239,1679:47,21:48,29.0,20132014,8470616
9,13,234:43,13:48,57.42,1,17,4,30,0,12,12,-5,13,2,5,55:58,03:17,410,0,0,31:29,01:51,11.1,36,322:10,18:57,28.0,20122013,8470616
27,59,1123:52,14:35,53.59,1,77,22,108,0,56,56,11,49,8,19,268:01,03:28,1985,1,2,155:11,02:00,9.9,222,1547:04,20:05,27.0,20112012,8470616
32,80,1173:04,14:18,57.42,7,82,41,124,1,66,66,24,73,15,30,297:29,03:37,2130,3,4,210:00,02:33,15.8,260,1680:33,20:29,26.0,20102011,8470616
50,73,1164:54,14:12,55.1,5,82,25,95,0,104,104,1,75,12,26,226:13,02:45,2078,1,3,218:20,02:39,11.7,214,1609:27,19:37,25.0,20092010,8470616
4,14,402:40,12:59,0.0,1,31,6,21,0,27,27,-16,10,2,4,56:32,01:49,572,0,0,00:18,00:00,10.2,59,459:30,14:49,33.0,20182019,8470621
32,36,1070:55,15:05,12.5,1,71,17,59,0,71,71,-4,49,4,11,189:10,02:39,1559,0,0,02:05,00:01,10.1,168,1262:10,17:46,32.0,20172018,8470621
34,35,1213:30,14:47,35.0,3,82,19,81,0,76,76,2,53,5,20,236:46,02:53,1812,0,0,02:26,00:01,8.8,215,1452:42,17:42,31.0,20162017,8470621
28,36,1212:19,14:47,20.0,6,82,34,104,0,68,68,2,62,12,24,235:41,02:52,1813,0,0,04:02,00:02,15.8,215,1452:02,17:42,30.0,20152016,8470621
22,27,1009:42,15:04,25.0,3,67,33,64,1,67,67,13,55,4,7,186:23,02:46,1412,0,0,16:40,00:14,17.1,193,1212:45,18:06,29.0,20142015,8470621
39,28,1248:47,15:25,36.0,9,81,43,81,1,65,65,32,82,8,18,284:21,03:30,1879,0,0,44:51,00:33,15.4,280,1577:59,19:28,28.0,20132014,8470621
21,18,674:30,15:19,20.69,5,44,15,49,1,72,72,10,36,5,10,124:05,02:49,1002,0,1,40:29,00:55,11.7,128,839:04,19:04,27.0,20122013,8470621
23,45,1321:55,16:31,39.58,6,80,37,69,1,127,127,-7,60,14,23,285:52,03:34,1916,1,2,102:34,01:16,13.4,277,1710:21,21:22,26.0,20112012,8470621
48,41,1407:05,17:09,40.9,11,82,50,64,2,104,104,9,98,14,31,287:40,03:30,2176,4,5,134:55,01:38,17.2,290,1829:40,22:18,25.0,20102011,8470621
49,34,1381:31,16:50,21.42,2,82,27,93,0,111,111,0,76,6,23,313:29,03:49,2023,1,2,31:57,00:23,10.0,270,1726:57,21:03,24.0,20092010,8470621
19,30,839:06,11:02,58.24,1,76,8,16,0,29,29,-13,27,2,12,167:25,02:12,1513,0,0,02:01,00:01,6.6,121,1008:32,13:16,35.0,20182019,8469455
18,26,856:24,10:58,55.82,3,78,8,16,0,12,12,-12,26,4,11,155:31,01:59,1469,0,0,02:33,00:01,5.8,138,1014:28,13:00,34.0,20172018,8469455
35,31,899:15,13:13,52.21,4,68,15,13,0,29,29,-18,50,2,19,181:52,02:40,1530,1,1,18:30,00:16,10.1,149,1099:37,16:10,33.0,20162017,8469455
30,20,996:40,13:17,54.84,7,75,33,9,0,22,22,4,63,9,24,234:08,03:07,1635,0,0,08:12,00:06,16.3,202,1239:00,16:31,32.0,20152016,8469455
45,26,1107:32,13:30,54.04,1,82,17,16,0,28,28,-7,62,4,26,299:56,03:39,1855,0,0,04:47,00:03,8.3,204,1412:15,17:13,31.0,20142015,8469455
43,26,1077:38,14:22,53.96,5,75,23,17,0,46,46,-26,66,9,22,229:19,03:03,1784,0,0,58:50,00:47,10.3,223,1365:47,18:12,30.0,20132014,8469455
3,2,74:07,14:49,57.14,0,5,2,0,0,2,2,3,5,1,2,12:24,02:28,131,0,0,09:22,01:52,16.7,12,95:53,19:10,29.0,20122013,8469455
50,23,1290:01,16:07,53.47,2,80,34,28,0,36,36,11,84,10,24,269:54,03:22,2091,0,0,33:48,00:25,14.7,232,1593:43,19:55,28.0,20112012,8469455
36,24,915:05,14:45,56.28,2,62,21,14,1,28,28,-7,57,7,17,223:38,03:36,1432,0,1,113:37,01:49,11.2,188,1252:20,20:11,27.0,20102011,8469455
34,11,888:40,14:48,50.49,5,60,23,23,1,20,20,0,57,11,24,230:18,03:50,1260,0,0,24:48,00:24,13.9,165,1143:46,19:03,26.0,20092010,8469455
11,40,1047:06,13:35,43.86,2,77,7,208,0,42,42,-7,18,0,0,03:53,00:03,1776,0,0,159:57,02:04,6.9,102,1210:56,15:43,33.0,20182019,8471260
21,38,1048:28,13:16,38.37,3,79,13,145,0,50,50,5,34,0,0,06:13,00:04,1675,3,3,199:14,02:31,10.6,123,1253:55,15:52,32.0,20172018,8471260
12,22,959:00,12:27,46.34,1,77,8,129,0,58,58,-19,20,2,2,47:47,00:37,1585,1,1,147:02,01:54,7.8,103,1153:49,14:59,31.0,20162017,8471260
24,35,1124:36,13:53,48.76,3,81,12,173,0,58,58,-9,36,2,8,140:54,01:44,1846,2,2,162:18,02:00,8.5,142,1427:48,17:37,30.0,20152016,8471260
15,11,856:11,14:02,77.77,5,61,16,188,2,65,65,6,31,0,1,57:55,00:56,1308,0,0,18:14,00:17,10.9,147,932:20,15:17,29.0,20142015,8471260
11,16,701:49,11:30,58.82,0,61,5,197,0,36,36,-2,16,0,0,09:08,00:08,1018,0,0,24:44,00:24,4.7,107,735:41,12:03,28.0,20132014,8471260
6,12,456:41,10:52,46.51,1,42,6,95,0,20,20,-4,12,0,0,02:26,00:03,734,1,1,51:34,01:13,12.5,48,510:41,12:09,27.0,20122013,8471260
10,22,999:23,13:30,31.86,0,74,5,144,0,30,30,-11,15,0,0,48:53,00:39,1433,0,0,95:04,01:17,3.6,137,1143:20,15:27,26.0,20112012,8471260
22,32,1071:50,13:55,31.25,3,77,24,120,1,43,43,-17,46,5,12,193:05,02:30,1753,1,1,174:19,02:15,13.2,182,1439:14,18:41,25.0,20102011,8471260
18,31,786:43,12:53,47.61,2,61,17,111,0,40,40,-2,35,0,3,30:23,00:29,1215,1,4,122:59,02:00,12.8,133,940:05,15:24,24.0,20092010,8471260
8,152,1269:54,16:29,0.0,0,77,1,191,0,69,69,6,9,0,0,02:40,00:02,1878,0,0,203:23,02:38,1.3,77,1475:57,19:10,33.0,20182019,8471392
10,84,816:57,15:07,0.0,0,54,2,131,0,46,46,5,12,0,0,00:30,00:00,1275,0,0,135:16,02:30,4.3,47,952:43,17:38,32.0,20172018,8471392
7,133,1125:28,15:00,0.0,1,75,4,232,0,65,65,10,11,0,0,00:54,00:00,1817,0,0,217:41,02:54,6.3,64,1344:03,17:55,31.0,20162017,8471392
15,146,1281:32,16:13,100.0,0,79,1,303,0,72,72,6,16,0,0,04:14,00:03,1940,0,0,227:37,02:52,1.1,91,1513:23,19:09,30.0,20152016,8471392
4,128,1001:44,17:53,100.0,1,56,5,225,0,48,48,-22,9,0,0,04:45,00:05,1412,0,0,174:28,03:06,8.2,61,1180:57,21:05,29.0,20142015,8471392
9,131,1082:33,15:02,0.0,0,72,4,151,0,71,71,3,13,0,0,00:58,00:00,1688,0,0,164:46,02:17,4.8,83,1248:17,17:20,28.0,20132014,8471392
5,78,787:40,16:24,0.0,1,48,1,110,0,48,48,-2,6,0,0,01:54,00:02,1230,0,0,94:37,01:58,2.6,39,884:11,18:25,27.0,20122013,8471392
11,141,1265:01,16:25,0.0,0,77,0,173,0,57,57,6,11,0,0,06:11,00:04,1979,0,0,181:31,02:21,0.0,88,1452:43,18:51,26.0,20112012,8471392
9,78,970:37,17:38,0.0,1,55,3,110,0,33,33,-4,12,0,0,05:08,00:05,1428,0,0,121:52,02:12,5.6,54,1097:37,19:57,25.0,20102011,8471392
17,124,1329:53,17:02,0.0,1,78,4,138,0,59,59,7,21,0,0,09:21,00:07,2134,0,0,218:57,02:48,5.5,73,1558:11,19:58,24.0,20092010,8471392
11,32,870:09,11:09,37.93,1,78,6,68,0,22,22,1,17,1,1,05:02,00:03,1547,0,0,106:54,01:22,5.7,106,982:05,12:35,31.0,20182019,8471699
23,31,1070:00,13:22,49.29,1,80,12,80,0,41,41,18,35,0,0,08:39,00:06,1790,3,4,137:17,01:42,6.9,175,1215:56,15:11,30.0,20172018,8471699
19,27,1088:58,13:16,44.44,2,82,16,76,0,26,26,11,35,0,0,06:46,00:04,1883,3,4,145:35,01:46,9.0,178,1241:19,15:08,29.0,20162017,8471699
23,27,1020:48,12:26,35.29,3,82,9,124,0,28,28,2,32,0,0,06:51,00:05,1818,2,3,155:45,01:53,6.9,131,1183:24,14:25,28.0,20152016,8471699
14,30,1053:09,12:50,32.65,2,82,15,139,0,14,14,5,29,0,0,07:27,00:05,1666,3,3,136:41,01:40,11.2,134,1197:17,14:36,27.0,20142015,8471699
21,36,1113:36,13:34,40.74,5,82,21,94,0,26,26,13,42,0,0,18:02,00:13,1833,3,5,130:36,01:35,13.4,157,1262:14,15:23,26.0,20132014,8471699
10,24,653:55,13:37,34.78,1,48,13,40,0,6,6,14,23,0,0,07:12,00:09,1037,2,2,76:34,01:35,16.5,79,737:41,15:22,25.0,20122013,8471699
13,43,1028:23,12:32,41.96,2,82,13,88,0,15,15,-4,26,2,3,45:56,00:33,1650,0,0,131:34,01:36,11.3,115,1205:53,14:42,24.0,20112012,8471699
24,46,1116:14,13:36,41.6,3,82,11,89,0,64,64,-12,35,0,5,75:47,00:55,1985,1,3,223:01,02:43,8.5,129,1415:02,17:15,23.0,20102011,8471699
18,28,1027:26,12:31,43.0,1,82,10,80,0,31,31,-5,28,1,3,73:51,00:54,1541,0,0,61:04,00:44,7.2,139,1162:21,14:10,22.0,20092010,8471699
18,19,859:56,13:26,44.44,1,64,16,28,1,10,10,-26,34,4,9,178:39,02:47,1263,0,0,00:18,00:00,11.3,141,1038:53,16:13,36.0,20182019,8469454
20,12,649:51,17:33,31.81,5,37,11,13,1,18,18,-6,31,2,14,202:18,05:28,940,4,4,63:08,01:42,8.9,123,915:17,24:44,30.0,20122013,8469454
46,18,1413:45,18:21,35.13,5,77,37,27,0,33,33,-9,83,10,29,379:08,04:55,1927,3,5,88:48,01:09,11.9,310,1881:41,24:26,29.0,20112012,8469454
29,12,1477:29,18:14,29.03,9,81,31,28,4,28,28,-26,60,9,21,337:30,04:10,1983,0,0,12:36,00:09,12.7,245,1827:35,22:33,28.0,20102011,8469454
44,20,1258:05,16:33,23.33,4,76,41,30,1,53,53,10,85,12,27,410:58,05:24,1563,0,0,05:39,00:04,14.1,290,1674:42,22:02,27.0,20092010,8469454
5,79,911:38,13:36,0.0,0,67,1,128,0,53,53,-21,6,0,0,43:31,00:38,1420,0,0,49:47,00:44,1.3,80,1004:56,14:59,34.0,20182019,8470602
20,154,1305:54,16:31,0.0,0,79,6,161,0,49,49,-15,26,4,11,155:15,01:57,2094,0,0,118:37,01:30,4.5,134,1579:46,19:59,33.0,20172018,8470602
21,156,1460:04,18:01,0.0,2,81,9,132,0,100,100,-6,30,4,16,208:18,02:34,2476,1,1,198:00,02:26,5.8,156,1866:22,23:02,32.0,20162017,8470602
28,89,1253:43,17:39,0.0,0,71,4,168,0,90,90,-7,32,0,9,202:43,02:51,2133,0,2,130:11,01:50,2.8,144,1586:37,22:20,31.0,20152016,8470602
26,126,1217:14,17:23,0.0,1,70,3,166,0,108,108,-11,29,2,15,248:49,03:33,1992,0,1,194:11,02:46,2.2,138,1660:14,23:43,30.0,20142015,8470602
