assists,blocked,evenTimeOnIce,evenTimeOnIcePerGame,faceOffPct,gameWinningGoals,games,goals,hits,overTimeGoals,penaltyMinutes,pim,plusMinus,points,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,powerPlayTimeOnIcePerGame,shifts,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,shortHandedTimeOnIcePerGame,shotPct,shots,timeOnIce,timeOnIcePerGame,age,season,id
47,60,878:23,13:30,56.58,3,65,32,43,1,30,30,23,79,9,27,212:01,03:15,1510,4,7,109:58,01:41,15.6,205,1200:22,18:28,33.0,20182019,8470638
33,42,938:10,14:39,57.31,6,64,30,48,0,26,26,21,63,10,21,189:33,02:57,1574,2,3,116:17,01:49,13.4,224,1244:00,19:26,32.0,20172018,8470638
32,47,1131:04,14:19,60.09,7,79,21,54,0,24,24,12,53,8,17,233:15,02:57,1939,0,3,170:06,02:09,7.0,302,1534:25,19:25,31.0,20162017,8470638
36,56,1171:20,14:38,57.12,6,80,32,77,0,49,49,12,68,12,25,239:41,02:59,2080,1,3,175:46,02:11,11.3,282,1586:47,19:50,30.0,20152016,8470638
32,60,1137:26,14:02,60.22,4,81,23,57,1,44,44,2,55,4,14,189:47,02:20,2083,1,2,141:24,01:44,9.8,234,1468:37,18:07,29.0,20142015,8470638
32,57,1123:40,14:02,58.6,7,80,30,52,0,43,43,38,62,7,11,158:44,01:59,1986,1,4,156:54,01:57,12.3,243,1439:18,17:59,28.0,20132014,8470638
22,25,626:16,14:54,62.1,3,42,10,28,1,18,18,24,32,2,4,91:09,02:10,1056,0,1,92:57,02:12,8.0,125,810:22,19:17,27.0,20122013,8470638
42,67,1154:18,14:15,59.29,3,81,22,73,0,20,20,36,64,5,14,204:07,02:31,2005,2,3,146:42,01:48,11.5,191,1505:07,18:34,26.0,20112012,8470638
35,56,1048:05,13:06,56.63,4,80,22,45,0,26,26,20,57,3,11,217:45,02:43,1832,2,3,165:15,02:03,10.4,211,1431:05,17:53,25.0,20102011,8470638
33,45,1041:49,14:16,57.97,4,73,19,51,2,28,28,6,52,0,8,197:02,02:41,1803,1,2,141:20,01:56,10.3,184,1380:11,18:54,24.0,20092010,8470638
13,30,784:44,11:12,56.95,1,70,7,140,0,31,31,0,20,2,7,116:00,01:39,1175,0,0,11:59,00:10,5.4,129,912:43,13:02,35.0,20182019,8470655
19,25,754:46,13:14,51.65,1,57,14,137,0,53,53,2,33,2,6,111:55,01:57,1114,0,1,10:51,00:11,8.8,160,877:32,15:23,34.0,20172018,8470655
21,47,1068:51,14:26,48.78,2,74,17,226,0,69,69,2,38,2,7,158:24,02:08,1571,0,0,39:32,00:32,9.7,175,1266:47,17:07,33.0,20162017,8470655
24,63,1179:45,14:56,52.01,3,79,21,239,1,83,83,4,45,8,13,197:04,02:29,2173,0,0,142:22,01:48,12.5,168,1519:11,19:13,32.0,20152016,8470655
32,87,1152:32,14:24,54.6,3,80,26,227,0,104,104,7,58,10,16,193:29,02:25,2209,0,0,145:16,01:48,14.2,183,1491:17,18:38,31.0,20142015,8470655
30,56,1108:41,14:58,51.7,5,74,27,273,1,119,119,14,57,10,16,196:01,02:38,2025,0,0,141:51,01:55,16.4,165,1446:33,19:32,30.0,20132014,8470655
22,41,749:59,15:37,52.3,1,48,6,158,0,62,62,5,28,1,5,106:57,02:13,1403,0,1,84:24,01:45,6.0,100,941:20,19:36,29.0,20122013,8470655
30,72,1295:23,15:47,48.63,4,82,24,226,0,101,101,15,54,8,17,197:06,02:24,2394,2,3,147:21,01:47,10.3,234,1639:50,19:59,28.0,20112012,8470655
31,40,1250:56,15:15,44.46,2,82,31,213,0,93,93,32,62,5,15,221:00,02:41,2137,0,1,143:57,01:45,14.7,211,1615:53,19:42,27.0,20102011,8470655
31,60,1063:53,13:28,47.32,3,79,17,266,0,106,106,-4,48,5,8,199:12,02:31,2032,0,1,182:40,02:18,10.4,163,1445:45,18:18,26.0,20092010,8470655
0,0,15:38,07:49,0.0,0,2,0,2,0,0,0,-1,0,0,0,00:00,00:00,21,0,0,00:00,00:00,0.0,0,15:38,07:49,36.0,20182019,8470740
6,11,442:46,11:58,21.42,0,37,3,40,0,4,4,-8,9,1,1,03:56,00:06,642,0,0,14:46,00:23,7.3,41,461:28,12:28,35.0,20172018,8470740
24,16,1138:21,13:52,37.5,2,82,16,113,0,32,32,2,40,2,6,160:02,01:57,1705,0,0,00:49,00:00,12.2,131,1299:12,15:50,34.0,20162017,8470740
32,34,1180:37,14:23,15.38,4,82,19,113,2,38,38,4,51,3,12,158:59,01:56,1927,1,1,131:47,01:36,13.0,146,1471:23,17:56,33.0,20152016,8470740
13,23,804:03,11:19,37.5,3,71,15,78,0,20,20,8,28,0,1,66:21,00:56,1313,0,0,32:48,00:27,13.0,115,903:12,12:43,32.0,20142015,8470740
22,21,1113:49,15:15,30.3,1,73,12,104,0,32,32,-16,34,0,4,136:24,01:52,1822,2,5,97:37,01:20,6.7,178,1347:50,18:27,31.0,20132014,8470740
23,17,671:55,14:17,13.04,2,47,9,47,0,12,12,2,32,4,6,79:29,01:41,1165,0,4,90:11,01:55,8.0,113,841:35,17:54,30.0,20122013,8470740
14,22,790:20,12:57,26.92,2,61,14,55,0,16,16,-2,28,2,5,113:14,01:51,1249,0,0,86:24,01:24,10.8,130,989:58,16:13,29.0,20112012,8470740
19,21,1098:54,13:24,40.0,0,82,19,124,0,19,19,4,38,2,6,149:17,01:49,1591,0,0,02:36,00:01,9.5,199,1250:47,15:15,28.0,20102011,8470740
20,25,1061:29,13:16,43.59,2,80,28,87,0,26,26,0,48,9,16,215:08,02:41,1684,1,1,108:54,01:21,13.2,212,1385:31,17:19,27.0,20092010,8470740
53,24,1235:53,15:15,48.4,4,81,20,28,1,16,16,7,73,6,16,182:16,02:15,1699,0,0,13:47,00:10,14.4,139,1431:56,17:40,33.0,20182019,8471276
27,35,922:29,14:24,51.91,2,64,17,31,0,18,18,10,44,7,13,141:58,02:13,1310,0,0,15:36,00:14,14.3,119,1080:03,16:52,32.0,20172018,8471276
31,51,1251:02,15:15,51.52,3,82,23,40,0,26,26,-12,54,8,14,206:44,02:31,1794,0,0,39:54,00:29,14.6,158,1497:40,18:15,31.0,20162017,8471276
46,57,1121:33,15:34,50.13,3,72,17,43,0,32,32,4,63,4,18,232:36,03:13,1736,0,3,107:31,01:29,11.9,143,1461:40,20:18,30.0,20152016,8471276
24,29,722:28,15:22,53.19,1,47,7,35,0,22,22,7,31,1,8,104:05,02:12,1047,1,1,27:18,00:34,10.0,70,853:51,18:10,29.0,20142015,8471276
50,56,1272:38,15:54,51.15,6,80,19,75,1,28,28,39,69,3,19,205:16,02:33,1700,0,0,51:46,00:38,11.2,169,1529:40,19:07,28.0,20132014,8471276
23,27,751:22,15:59,55.19,5,47,10,41,0,20,20,1,33,0,7,103:23,02:11,1004,0,0,14:57,00:19,10.8,93,869:42,18:30,27.0,20122013,8471276
39,46,1205:34,15:15,52.05,2,79,23,69,1,36,36,-5,62,2,11,192:47,02:26,1701,0,0,57:05,00:43,15.9,145,1455:26,18:25,26.0,20112012,8471276
49,40,1119:54,14:55,48.73,2,75,13,56,0,28,28,23,62,1,12,202:18,02:41,1651,0,0,92:02,01:13,8.3,157,1414:14,18:51,25.0,20102011,8471276
35,37,1133:59,14:21,50.72,3,79,17,82,0,26,26,8,52,6,14,190:44,02:24,1731,0,2,116:45,01:28,10.9,156,1441:28,18:14,24.0,20092010,8471276
15,20,846:18,11:35,51.42,3,73,16,18,0,4,4,-4,31,1,2,63:00,00:51,1232,0,0,00:34,00:00,11.9,134,909:52,12:27,36.0,20182019,8469506
18,35,1063:14,12:57,57.89,1,82,16,39,1,8,8,-17,34,5,7,156:52,01:54,1667,0,0,01:57,00:01,9.5,168,1222:03,14:54,35.0,20172018,8469506
34,38,950:49,12:11,50.0,2,78,13,44,0,4,4,2,47,0,7,88:07,01:07,1556,0,0,70:43,00:54,7.4,176,1109:39,14:13,34.0,20162017,8469506
25,31,1041:43,13:53,45.12,2,75,11,31,0,12,12,10,36,3,10,185:03,02:28,1559,0,0,00:31,00:00,5.9,187,1227:17,16:21,33.0,20152016,8469506
36,32,1222:30,14:54,44.82,4,82,18,44,0,8,8,9,54,3,14,274:55,03:21,1770,0,0,01:59,00:01,7.1,252,1499:24,18:17,32.0,20142015,8469506
30,31,1234:02,15:02,54.71,5,82,30,23,0,16,16,3,60,7,17,283:58,03:27,1840,0,0,06:23,00:04,13.3,226,1524:23,18:35,31.0,20132014,8469506
20,35,701:52,14:56,48.57,2,47,14,21,0,8,8,1,34,2,9,165:08,03:30,1137,1,1,81:27,01:43,11.9,118,948:27,20:10,30.0,20122013,8469506
43,52,1175:01,14:19,47.73,5,82,30,30,2,12,12,-7,73,8,26,256:56,03:08,1985,2,3,181:48,02:13,12.8,235,1613:45,19:40,29.0,20112012,8469506
30,50,969:00,13:16,43.22,2,73,22,35,1,15,15,1,52,5,14,213:12,02:55,1707,1,1,142:57,01:57,10.2,215,1325:09,18:09,28.0,20102011,8469506
38,41,1090:12,13:17,35.0,2,82,24,45,0,22,22,13,62,8,20,304:54,03:43,1953,0,0,142:23,01:44,9.5,252,1537:29,18:44,27.0,20092010,8469506
15,27,926:55,11:53,47.01,2,78,14,87,0,41,41,-9,29,7,11,147:15,01:53,1361,0,0,01:05,00:00,9.5,147,1075:15,13:47,31.0,20182019,8473449
29,34,1026:06,13:30,46.0,2,76,15,70,0,40,40,-34,44,6,21,259:13,03:24,1540,0,0,08:45,00:06,9.3,161,1294:04,17:01,30.0,20172018,8473449
26,25,1016:27,15:38,54.54,2,65,19,53,1,24,24,-7,45,7,23,208:24,03:12,1443,0,0,08:12,00:07,12.2,156,1233:03,18:58,29.0,20162017,8473449
42,39,1197:44,15:09,36.5,4,79,22,90,2,51,51,-4,64,7,23,235:19,02:58,1708,0,0,05:12,00:03,10.9,202,1438:15,18:12,28.0,20152016,8473449
33,23,945:17,15:45,49.68,2,60,18,53,0,12,12,-8,51,6,18,226:10,03:46,1329,0,0,01:49,00:01,9.2,195,1173:16,19:33,27.0,20142015,8473449
42,35,1158:05,16:18,47.54,4,71,27,43,1,51,51,-9,69,5,15,280:36,03:57,1577,0,0,12:05,00:10,13.8,195,1450:46,20:26,26.0,20132014,8473449
20,21,734:42,15:18,55.91,0,48,4,48,0,38,38,-2,24,0,3,74:12,01:32,981,0,0,04:59,00:06,4.0,101,813:53,16:57,25.0,20122013,8473449
21,33,1208:03,15:17,47.88,2,79,24,51,0,46,46,-15,45,3,6,132:37,01:40,1577,0,0,07:38,00:05,15.8,152,1348:18,17:04,24.0,20112012,8473449
15,16,514:38,13:32,41.37,2,38,5,31,0,40,40,3,20,0,5,96:38,02:32,740,0,0,18:53,00:29,6.9,72,630:09,16:34,23.0,20102011,8473449
33,44,1153:55,14:25,47.82,4,80,19,62,2,34,34,-22,52,4,22,343:22,04:17,1902,0,1,145:53,01:49,7.6,249,1643:10,20:32,22.0,20092010,8473449
16,116,1209:31,18:36,0.0,0,65,3,83,0,52,52,-5,19,0,1,16:37,00:15,1574,1,1,179:36,02:45,3.2,93,1405:44,21:37,28.0,20182019,8474567
1,23,308:52,17:09,0.0,0,18,0,22,0,20,20,-9,1,0,0,15:59,00:53,458,0,0,19:58,01:06,0.0,29,344:49,19:09,27.0,20172018,8474567
9,97,1020:36,18:13,0.0,1,56,2,59,1,46,46,-17,11,0,1,06:43,00:07,1424,0,0,97:34,01:44,2.7,73,1124:53,20:05,26.0,20162017,8474567
17,98,1246:25,19:28,0.0,1,64,7,86,0,68,68,-11,24,3,6,94:28,01:28,1804,0,1,89:22,01:23,5.8,121,1430:15,22:20,25.0,20152016,8474567
17,90,1212:13,19:33,0.0,0,62,3,189,0,78,78,-6,20,0,2,99:03,01:35,1754,0,0,155:39,02:30,2.4,125,1466:55,23:39,24.0,20142015,8474567
8,75,1048:56,19:04,0.0,0,55,3,94,0,48,48,3,11,0,1,88:34,01:36,1518,0,0,122:31,02:13,2.2,134,1260:01,22:54,23.0,20132014,8474567
9,50,639:48,19:23,0.0,0,33,5,79,0,29,29,-5,14,0,3,57:32,01:44,869,0,0,65:45,01:59,5.9,85,763:05,23:07,22.0,20122013,8474567
25,109,1160:34,17:51,0.0,0,65,5,117,0,71,71,-3,30,1,7,160:07,02:27,1704,0,0,194:52,02:59,3.3,150,1515:33,23:18,21.0,20112012,8474567
12,91,1306:28,18:24,0.0,1,71,5,111,1,29,29,-27,17,0,4,140:43,01:58,1898,0,0,143:29,02:01,3.2,155,1590:40,22:24,20.0,20102011,8474567
13,124,1425:25,17:35,0.0,0,81,10,196,0,61,61,-18,23,3,6,134:23,01:39,2039,1,2,174:24,02:09,6.5,155,1734:12,21:24,19.0,20092010,8474567
19,110,1051:16,18:07,0.0,3,58,14,129,0,28,28,15,33,5,6,147:27,02:32,1572,0,0,163:20,02:48,8.4,166,1362:03,23:29,33.0,20182019,8470642
10,59,485:39,18:40,0.0,1,26,6,66,0,14,14,-8,16,2,5,93:48,03:36,796,0,1,79:36,03:03,8.0,75,659:03,25:20,32.0,20172018,8470642
25,157,1473:05,18:53,0.0,4,78,17,140,0,38,38,20,42,12,22,252:31,03:14,2218,0,2,229:10,02:56,9.3,183,1954:46,25:03,31.0,20162017,8470642
31,160,1518:25,19:28,0.0,1,78,20,169,0,27,27,-7,51,14,26,239:00,03:03,2334,0,1,221:59,02:50,10.6,189,1979:24,25:22,30.0,20152016,8470642
30,147,1624:26,20:49,0.0,2,78,15,166,1,72,72,15,45,5,15,240:36,03:05,2381,1,1,191:46,02:27,6.3,237,2056:48,26:22,29.0,20142015,8470642
33,173,1673:10,21:10,0.0,4,79,23,169,1,52,52,-2,56,12,26,246:35,03:07,2423,0,0,205:37,02:36,11.8,195,2125:22,26:54,28.0,20132014,8470642
19,90,974:58,20:18,0.0,1,48,9,112,1,48,48,-2,28,3,12,176:48,03:41,1387,0,0,92:28,01:55,7.3,124,1244:14,25:55,27.0,20122013,8470642
30,140,1588:38,20:22,0.0,1,78,19,177,0,46,46,21,49,10,22,275:07,03:31,2297,2,2,176:49,02:16,8.3,230,2040:34,26:09,26.0,20112012,8470642
32,113,1603:57,19:33,0.0,3,82,16,211,1,56,56,7,48,6,17,299:17,03:38,2374,1,1,172:55,02:06,6.3,254,2076:09,25:19,25.0,20102011,8470642
27,106,1432:42,18:22,0.0,3,78,16,165,1,36,36,0,43,7,20,276:28,03:32,2181,0,0,98:02,01:15,7.2,222,1807:12,23:10,24.0,20092010,8470642
27,49,1031:51,13:13,30.76,1,78,15,77,0,35,35,-29,42,7,16,184:25,02:21,1563,0,0,06:57,00:05,9.4,160,1223:13,15:40,32.0,20182019,8471676
22,52,850:59,13:43,54.54,1,62,11,97,0,14,14,-12,33,1,4,167:54,02:42,1301,0,0,00:30,00:00,9.8,112,1019:23,16:26,31.0,20172018,8471676
12,36,813:12,13:06,66.66,0,62,13,109,0,24,24,-3,25,2,5,149:03,02:24,1242,0,0,01:06,00:01,11.7,111,963:21,15:32,30.0,20162017,8471676
34,24,1156:05,14:16,27.27,2,81,22,106,1,28,28,-9,56,6,16,232:43,02:52,1760,0,0,02:22,00:01,12.0,183,1391:10,17:10,29.0,20152016,8471676
36,33,1108:29,14:12,36.36,5,78,18,110,1,24,24,5,54,4,14,242:01,03:06,1758,0,0,12:22,00:09,8.1,221,1362:52,17:28,28.0,20142015,8471676
25,30,989:33,14:08,61.53,2,70,23,104,0,45,45,7,48,6,9,176:31,02:31,1578,0,0,14:46,00:12,12.1,190,1180:50,16:52,27.0,20132014,8471676
19,29,670:48,14:34,30.86,1,46,11,80,0,17,17,3,30,2,6,89:48,01:57,967,0,0,02:19,00:03,10.9,101,762:55,16:35,26.0,20122013,8471676
26,24,1269:27,15:28,28.98,3,82,31,113,0,53,53,1,57,3,11,176:53,02:09,1833,2,2,58:28,00:42,15.2,204,1504:48,18:21,25.0,20112012,8471676
37,34,1364:08,16:38,39.72,5,82,34,156,1,61,61,15,71,5,10,196:55,02:24,2105,1,1,93:41,01:08,12.6,270,1654:44,20:10,24.0,20102011,8471676
29,17,1248:02,15:24,44.08,3,81,35,127,0,81,81,9,64,11,21,232:30,02:52,1855,0,0,17:14,00:12,13.6,258,1497:46,18:29,23.0,20092010,8471676
21,41,1189:09,14:30,51.23,3,82,16,74,0,28,28,-6,37,4,10,144:51,01:45,1774,0,0,06:15,00:04,9.9,161,1340:15,16:20,39.0,20182019,8466139
20,26,1197:06,14:35,52.15,5,82,27,85,1,16,16,1,47,5,9,163:15,01:59,1938,0,0,32:39,00:23,13.3,203,1393:00,16:59,38.0,20172018,8466139
19,32,1151:06,14:02,53.48,6,82,27,82,0,28,28,4,46,7,16,247:46,03:01,1851,0,0,08:04,00:05,14.2,190,1406:56,17:09,37.0,20162017,8466139
23,36,1167:12,14:14,50.85,5,82,25,64,1,10,10,-22,48,11,25,288:34,03:31,2003,1,1,104:34,01:16,11.6,216,1560:20,19:01,36.0,20152016,8466139
38,28,1222:17,14:54,48.03,4,82,19,85,0,12,12,-17,57,7,24,269:12,03:16,2120,0,0,114:57,01:24,8.2,233,1606:26,19:35,35.0,20142015,8466139
37,29,1251:27,15:15,52.92,4,82,33,85,0,18,18,0,70,11,23,296:18,03:36,2237,2,2,135:03,01:38,11.6,285,1682:48,20:31,34.0,20132014,8466139
14,13,691:06,14:23,47.33,3,48,17,38,0,24,24,-2,31,6,14,155:21,03:14,1250,1,1,70:52,01:28,11.3,150,917:19,19:06,33.0,20122013,8466139
34,33,1296:57,15:48,52.03,8,82,30,84,0,26,26,10,64,10,25,261:18,03:11,2205,0,0,121:11,01:28,12.0,251,1679:26,20:28,32.0,20112012,8466139
36,31,1267:46,15:27,52.45,9,82,37,86,3,16,16,-3,73,11,26,273:49,03:20,2210,2,3,163:11,01:59,13.3,279,1704:46,20:47,31.0,20102011,8466139
39,33,1260:22,15:22,51.38,6,82,44,76,0,22,22,21,83,12,25,278:52,03:24,2225,4,4,200:07,02:26,16.1,274,1739:21,21:12,30.0,20092010,8466139
18,144,1407:14,17:22,100.0,0,81,5,91,0,21,21,30,23,0,0,03:35,00:02,2181,1,1,229:55,02:50,6.2,81,1640:44,20:15,38.0,20182019,8468493
19,169,1419:43,17:44,0.0,2,80,4,91,0,20,20,12,23,1,1,10:59,00:08,2215,0,2,318:29,03:58,5.5,73,1749:11,21:51,37.0,20172018,8468493
13,120,1355:29,18:49,0.0,1,72,4,93,1,21,21,-8,17,0,0,13:28,00:11,1925,1,3,217:12,03:01,5.6,71,1586:09,22:01,36.0,20162017,8468493
14,126,1567:21,19:21,0.0,2,81,5,85,1,37,37,-13,19,0,0,16:41,00:12,2254,0,0,224:16,02:46,3.8,131,1808:18,22:19,35.0,20152016,8468493
8,120,1522:26,18:47,100.0,0,81,2,110,0,16,16,-14,10,0,1,21:48,00:16,2228,0,0,164:36,02:01,2.4,83,1708:50,21:05,34.0,20142015,8468493
11,124,1538:14,18:45,0.0,1,82,4,96,0,45,45,-9,15,0,0,51:26,00:37,2265,0,1,168:20,02:03,5.6,72,1758:00,21:26,33.0,20132014,8468493
13,123,907:35,19:18,0.0,0,47,0,36,0,10,10,-8,13,0,1,27:56,00:35,1225,0,0,138:54,02:57,0.0,52,1074:25,22:51,32.0,20122013,8468493
10,133,996:44,17:47,0.0,0,56,0,33,0,23,23,9,10,0,1,40:40,00:43,1411,0,0,144:05,02:34,0.0,57,1181:29,21:05,31.0,20112012,8468493
16,173,1295:28,15:47,0.0,2,82,3,51,2,24,24,3,19,0,1,38:22,00:28,1983,0,1,149:08,01:49,3.6,83,1482:58,18:05,30.0,20102011,8468493
21,148,1371:34,17:08,0.0,0,80,5,42,0,39,39,-6,26,0,5,97:36,01:13,2137,0,2,302:04,03:46,4.1,121,1771:14,22:08,29.0,20092010,8468493
30,32,1206:46,14:43,38.01,5,82,23,55,0,44,44,-4,53,9,14,222:07,02:42,1814,0,0,01:25,00:01,9.7,237,1430:18,17:26,37.0,20182019,8468508
35,42,1184:09,14:26,44.82,2,82,16,79,0,56,56,-9,51,2,12,175:05,02:08,1796,0,0,00:59,00:00,8.1,198,1360:13,16:35,36.0,20172018,8468508
24,41,1041:41,13:01,54.7,4,80,24,28,0,50,50,14,48,5,10,165:33,02:04,1538,0,0,30:54,00:23,14.4,167,1238:08,15:28,35.0,20162017,8468508
30,43,1120:26,13:39,52.29,3,82,22,32,1,36,36,15,52,3,9,166:20,02:01,1701,0,1,78:46,00:57,10.9,201,1365:32,16:39,34.0,20152016,8468508
23,24,1138:42,14:03,50.0,2,81,18,29,0,29,29,8,41,4,13,131:15,01:37,1561,0,0,11:28,00:08,10.3,174,1281:25,15:49,33.0,20142015,8468508
24,21,1146:26,13:58,20.0,1,82,19,44,0,48,48,14,43,4,7,192:17,02:20,1806,0,0,51:32,00:37,7.9,239,1390:15,16:57,32.0,20132014,8468508
22,12,697:35,14:31,33.33,3,48,11,29,0,22,22,15,33,1,6,103:04,02:08,1051,0,0,14:52,00:18,7.7,142,815:31,16:59,31.0,20122013,8468508
37,37,1180:02,14:23,44.0,2,82,22,36,0,44,44,10,59,9,19,215:10,02:37,1764,0,0,11:13,00:08,9.1,241,1406:25,17:09,30.0,20112012,8468508
35,29,1058:13,14:29,50.0,3,73,22,51,0,59,59,14,57,5,13,192:30,02:38,1605,0,0,08:38,00:07,10.3,213,1259:21,17:15,29.0,20102011,8468508
19,17,692:40,14:08,36.36,1,49,10,34,0,39,39,3,29,1,7,99:00,02:01,999,0,0,10:46,00:13,7.1,140,802:26,16:22,28.0,20092010,8468508
17,18,732:04,14:38,55.81,1,50,11,122,0,26,26,6,28,0,2,91:03,01:49,1279,0,0,91:07,01:49,9.1,121,914:14,18:17,30.0,20182019,8473533
27,32,1178:38,14:55,56.57,2,79,19,181,0,26,26,-4,46,4,12,205:11,02:35,2039,2,2,137:00,01:44,11.9,160,1520:49,19:15,29.0,20172018,8473533
29,29,1112:53,14:50,59.09,3,75,16,139,0,38,38,-1,45,4,8,168:58,02:15,1927,1,1,117:46,01:34,9.8,164,1399:37,18:39,28.0,20162017,8473533
28,31,1208:16,14:44,57.77,4,82,20,165,3,34,34,6,48,6,10,146:51,01:47,2104,0,2,145:32,01:46,13.2,151,1500:39,18:18,27.0,20152016,8473533
18,15,752:15,16:21,56.38,1,46,6,85,0,14,14,-6,24,1,7,91:46,01:59,1125,0,0,09:23,00:12,6.5,92,853:24,18:33,26.0,20142015,8473533
25,37,1235:38,15:04,54.36,2,82,15,194,0,34,34,2,40,2,10,184:34,02:15,2153,1,4,133:41,01:37,9.1,165,1553:53,18:56,25.0,20132014,8473533
21,20,749:38,15:37,50.1,1,48,10,105,0,32,32,-18,31,1,7,110:36,02:18,1255,0,1,104:49,02:11,8.8,114,965:03,20:06,24.0,20122013,8473533
25,23,956:33,15:25,51.03,0,62,25,101,0,34,34,11,50,5,7,123:25,01:59,1516,3,5,163:28,02:38,16.8,149,1243:26,20:03,23.0,20112012,8473533
19,13,659:11,15:41,46.94,4,42,11,70,1,24,24,7,30,3,7,132:26,03:09,1017,0,2,105:13,02:30,12.1,91,896:50,21:21,22.0,20102011,8473533
28,41,1159:45,14:08,48.26,1,82,21,121,0,57,57,19,49,1,5,156:14,01:54,1932,2,3,274:08,03:20,10.8,195,1590:07,19:23,21.0,20092010,8473533
9,38,805:31,10:44,37.25,1,75,12,177,0,47,47,-6,21,0,0,21:47,00:17,1384,1,1,124:22,01:39,14.0,86,951:40,12:41,33.0,20182019,8471426
16,42,807:49,10:37,46.54,0,76,6,125,0,53,53,-7,22,0,5,93:52,01:14,1412,0,1,157:06,02:04,7.6,79,1058:47,13:55,32.0,20172018,8471426
12,39,906:50,12:15,31.25,2,74,13,171,0,31,31,-11,25,5,11,178:45,02:24,1610,1,2,114:54,01:33,15.1,86,1200:29,16:13,31.0,20162017,8471426
21,52,1123:25,13:42,57.01,4,82,18,200,0,62,62,2,39,7,10,147:48,01:48,2106,0,0,122:21,01:29,12.7,142,1393:34,16:59,30.0,20152016,8471426
22,39,1020:30,12:26,56.91,3,82,21,206,0,53,53,11,43,8,14,244:02,02:58,1839,2,2,172:22,02:06,14.5,145,1436:54,17:31,29.0,20142015,8471426
18,39,1091:35,13:18,51.14,3,82,25,210,0,92,92,-6,43,12,21,281:05,03:25,1952,0,0,172:59,02:06,15.5,161,1545:39,18:50,28.0,20132014,8471426
14,23,640:53,13:38,47.84,5,47,19,108,1,28,28,-5,33,7,16,158:51,03:22,1071,1,1,71:32,01:31,17.1,111,871:16,18:32,27.0,20122013,8471426
15,60,1108:57,13:31,45.78,5,82,18,247,0,61,61,-15,33,3,5,175:14,02:08,1853,0,1,124:17,01:30,13.5,133,1408:28,17:10,26.0,20112012,8471426
19,36,978:22,12:23,48.0,5,79,17,262,0,38,38,-2,36,7,13,166:54,02:06,1655,0,0,48:10,00:36,13.9,122,1193:26,15:06,25.0,20102011,8471426
18,46,999:24,12:48,55.55,7,78,22,189,1,66,66,9,40,7,13,163:15,02:05,1754,1,1,114:19,01:27,19.0,116,1276:58,16:22,24.0,20092010,8471426
53,76,1518:09,18:30,0.0,2,82,9,47,0,50,50,-17,62,7,39,291:23,03:33,2304,0,0,30:50,00:22,4.5,199,1840:22,22:26,32.0,20182019,8471735
48,101,1554:16,18:57,0.0,1,82,8,26,0,35,35,7,56,1,18,270:31,03:17,2410,0,2,183:19,02:14,4.5,179,2008:06,24:29,31.0,20172018,8471735
36,76,1415:04,17:15,0.0,0,82,5,28,0,39,39,-6,41,2,18,252:58,03:05,2105,0,1,139:14,01:41,2.8,178,1807:16,22:02,30.0,20162017,8471735
42,68,1419:06,17:18,0.0,1,82,5,43,0,40,40,-4,47,2,22,213:38,02:36,2153,0,0,04:09,00:03,3.1,160,1636:53,19:57,29.0,20152016,8471735
46,101,1565:22,18:38,0.0,2,84,6,53,0,40,40,-26,52,2,29,348:18,04:08,2230,0,0,11:02,00:07,2.6,232,1924:42,22:54,28.0,20142015,8471735
45,105,1603:02,19:32,0.0,2,82,8,22,1,63,63,-23,53,3,31,360:16,04:23,2242,0,0,16:41,00:12,3.3,241,1979:59,24:08,27.0,20132014,8471735
20,40,895:22,18:39,0.0,3,48,10,18,0,54,54,4,30,5,10,168:32,03:30,1266,0,0,03:58,00:04,7.7,130,1067:52,22:14,26.0,20122013,8471735
32,77,1535:12,18:43,0.0,2,82,11,31,0,51,51,5,43,0,11,282:56,03:27,2092,0,0,13:35,00:09,5.6,196,1831:43,22:20,25.0,20112012,8471735
48,103,1603:22,19:33,0.0,0,82,11,30,0,68,68,12,59,3,26,335:54,04:05,2414,0,1,59:48,00:43,5.5,199,1999:04,24:22,24.0,20102011,8471735
29,82,1358:51,16:34,0.0,2,82,12,36,0,45,45,16,41,5,16,253:44,03:05,2143,0,0,46:13,00:33,8.3,145,1658:48,20:13,23.0,20092010,8471735
19,62,1113:35,15:02,0.0,0,74,4,96,0,34,34,4,23,0,0,02:47,00:02,1504,0,0,75:47,01:01,3.5,113,1192:09,16:06,34.0,20182019,8470601
14,75,1000:33,13:53,0.0,0,72,1,77,0,40,40,3,15,0,0,02:02,00:01,1541,0,0,151:08,02:05,1.4,73,1153:43,16:01,33.0,20172018,8470601
7,76,1169:44,14:37,0.0,0,80,5,109,0,50,50,-1,12,0,0,06:26,00:04,1757,1,1,162:45,02:02,4.9,102,1338:55,16:44,32.0,20162017,8470601
9,88,1150:09,14:22,0.0,0,80,1,111,0,53,53,12,10,0,0,06:08,00:04,1725,0,1,183:54,02:17,1.1,92,1340:11,16:45,31.0,20152016,8470601
10,66,728:27,16:56,0.0,0,43,1,62,0,25,25,2,11,0,0,05:42,00:07,1185,0,0,123:15,02:51,2.2,46,857:24,19:56,30.0,20142015,8470601
